order_item_id,order_id,book_id,book_title,book_author,quantity,price_at_time,total_price
13494,2952,39,Educated,Tara Westover,3,16.08,48.24
13495,2952,52,The Fault in Our Stars,John Green,1,11.6,11.6
13496,2953,45,The Pillars of the Earth,Ken Follett,2,20.81,41.62
13497,2953,40,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2,18.7,37.4
13498,2953,7,Jane Eyre,Charlotte Brontë,1,13.5,13.5
13499,2954,89,Project Hail Mary,Andy Weir,3,23.11,69.33
13500,2954,64,Leaves of Grass,Walt Whitman,2,17.72,35.44
13501,2954,50,It,Stephen King,2,17.96,35.92
13502,2954,55,Meditations,Marcus Aurelius,3,15.68,47.04
13503,2954,67,The Divine Comedy,Dante Alighieri,1,19.57,19.57
13504,2954,68,Don Quixote,Miguel de Cervantes,1,21.67,21.67
13505,2954,4,One Hundred Years of Solitude,Gabriel García Márquez,3,16.37,49.11
13506,2954,63,The Code Breaker,Walter Isaacson,2,23.88,47.76
13507,2955,66,The Sun and Her Flowers,Rupi Kaur,3,16.0,48.0
13508,2955,90,The Thursday Murder Club,Richard Osman,1,16.6,16.6
13509,2955,42,Atomic Habits,James Clear,2,14.46,28.92
13510,2955,2,To Kill a Mockingbird,Harper Lee,2,16.15,32.3
13511,2955,72,Treasure Island,Robert Louis Stevenson,1,10.19,10.19
13512,2955,80,Where the Crawdads Sing,Delia Owens,3,14.37,43.11
13513,2955,12,Dune,Frank Herbert,2,13.28,26.56
13514,2955,47,The Shining,Stephen King,1,14.61,14.61
13515,2956,97,The Poppy War,R.F. Kuang,2,15.44,30.88
13516,2956,12,Dune,Frank Herbert,1,16.21,16.21
13517,2957,50,It,Stephen King,3,24.12,72.36
13518,2957,73,Robinson Crusoe,Daniel Defoe,3,14.52,43.56
13519,2957,32,The Girl with the Dragon Tattoo,Stieg Larsson,2,19.26,38.52
13520,2957,41,Becoming,Michelle Obama,2,25.05,50.1
13521,2958,41,Becoming,Michelle Obama,3,21.1,63.3
13522,2958,24,The Name of the Wind,Patrick Rothfuss,1,19.24,19.24
13523,2958,53,Divergent,Veronica Roth,2,18.01,36.02
13524,2958,79,The Time Traveler's Wife,Audrey Niffenegger,2,13.84,27.68
13525,2958,84,The Handmaid's Tale,Margaret Atwood,2,13.22,26.44
13526,2959,32,The Girl with the Dragon Tattoo,Stieg Larsson,1,16.88,16.88
13527,2959,73,Robinson Crusoe,Daniel Defoe,3,13.18,39.54
13528,2959,26,"The Lion, the Witch and the Wardrobe",C.S. Lewis,3,13.32,39.96
13529,2959,71,Anna Karenina,Leo Tolstoy,3,18.23,54.69
13530,2959,93,The Invisible Life of Addie LaRue,V.E. Schwab,3,26.02,78.06
13531,2960,95,The Song of Achilles,Madeline Miller,3,16.98,50.94
13532,2961,23,A Game of Thrones,George R.R. Martin,2,18.83,37.66
13533,2961,97,The Poppy War,R.F. Kuang,2,18.1,36.2
13534,2962,17,Neuromancer,William Gibson,1,13.22,13.22
13535,2962,86,"Where Are You Going, Bernadette",Maria Semple,3,13.08,39.24
13536,2962,72,Treasure Island,Robert Louis Stevenson,2,14.14,28.28
13537,2962,51,The Hunger Games,Suzanne Collins,1,16.1,16.1
13538,2962,41,Becoming,Michelle Obama,3,25.16,75.48
13539,2962,9,Wuthering Heights,Emily Brontë,3,11.52,34.56
13540,2962,82,Circe,Madeline Miller,1,20.43,20.43
13541,2963,85,The Seven Moons of Maali Almeida,Shehan Karunatilaka,2,18.84,37.68
13542,2964,95,The Song of Achilles,Madeline Miller,3,14.41,43.23
13543,2964,49,Frankenstein,Mary Shelley,1,12.28,12.28
13544,2965,86,"Where Are You Going, Bernadette",Maria Semple,3,18.38,55.14
13545,2965,83,Klara and the Sun,Kazuo Ishiguro,2,28.08,56.16
13546,2965,37,The Murder of Roger Ackroyd,Agatha Christie,2,11.82,23.64
13547,2965,9,Wuthering Heights,Emily Brontë,2,11.46,22.92
13548,2965,49,Frankenstein,Mary Shelley,2,12.9,25.8
13549,2965,52,The Fault in Our Stars,John Green,1,14.45,14.45
13550,2965,58,Think and Grow Rich,Napoleon Hill,3,14.26,42.78
13551,2966,20,Blade Runner (Do Androids Dream of Electric Sheep?),Philip K. Dick,3,15.06,45.18
13552,2966,73,Robinson Crusoe,Daniel Defoe,3,12.72,38.16
13553,2966,100,Anxious People,Fredrik Backman,1,19.53,19.53
13554,2966,3,The Catcher in the Rye,J.D. Salinger,3,14.78,44.34
13555,2966,36,The Silent Patient,Alex Michaelides,3,18.44,55.32
13556,2967,93,The Invisible Life of Addie LaRue,V.E. Schwab,3,24.22,72.66
13557,2967,56,The Republic,Plato,1,16.09,16.09
13558,2967,32,The Girl with the Dragon Tattoo,Stieg Larsson,3,14.26,42.78
13559,2967,10,The Odyssey,Homer,3,15.47,46.41
13560,2968,54,The Perks of Being a Wallflower,Stephen Chbosky,1,11.3,11.3
13561,2968,62,The Selfish Gene,Richard Dawkins,3,14.52,43.56
13562,2968,50,It,Stephen King,2,18.79,37.58
13563,2968,47,The Shining,Stephen King,1,19.39,19.39
13564,2968,64,Leaves of Grass,Walt Whitman,1,15.37,15.37
13565,2968,4,One Hundred Years of Solitude,Gabriel García Márquez,2,12.8,25.6
13566,2968,58,Think and Grow Rich,Napoleon Hill,1,15.31,15.31
13567,2968,87,The Midnight Library,Matt Haig,3,21.29,63.87
13568,2969,69,Les Misérables,Victor Hugo,2,28.67,57.34
13569,2969,93,The Invisible Life of Addie LaRue,V.E. Schwab,3,20.03,60.09
13570,2969,91,Normal People,Sally Rooney,1,18.47,18.47
13571,2969,2,To Kill a Mockingbird,Harper Lee,1,18.38,18.38
13572,2969,59,The Lean Startup,Eric Ries,2,22.12,44.24
13573,2969,45,The Pillars of the Earth,Ken Follett,1,19.97,19.97
13574,2970,51,The Hunger Games,Suzanne Collins,1,16.05,16.05
13575,2970,17,Neuromancer,William Gibson,1,14.23,14.23
13576,2970,76,The Kite Runner,Khaled Hosseini,2,18.38,36.76
13577,2970,66,The Sun and Her Flowers,Rupi Kaur,2,13.6,27.2
13578,2971,28,Sense and Sensibility,Jane Austen,3,12.22,36.66
13579,2971,2,To Kill a Mockingbird,Harper Lee,2,14.89,29.78
13580,2971,32,The Girl with the Dragon Tattoo,Stieg Larsson,2,15.71,31.42
13581,2971,77,Life of Pi,Yann Martel,1,12.1,12.1
13582,2972,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,2,12.13,24.26
13583,2973,48,Dracula,Bram Stoker,1,12.26,12.26
13584,2973,49,Frankenstein,Mary Shelley,2,12.55,25.1
13585,2973,91,Normal People,Sally Rooney,1,15.05,15.05
13586,2973,25,The Way of Kings,Brandon Sanderson,1,26.28,26.28
13587,2974,86,"Where Are You Going, Bernadette",Maria Semple,2,16.74,33.48
13588,2974,10,The Odyssey,Homer,1,16.87,16.87
13589,2974,16,The Martian,Andy Weir,2,20.09,40.18
13590,2974,12,Dune,Frank Herbert,3,16.62,49.86
13591,2974,92,The Guest List,Lucy Foley,2,18.93,37.86
13592,2974,67,The Divine Comedy,Dante Alighieri,2,19.07,38.14
13593,2975,53,Divergent,Veronica Roth,3,18.15,54.45
13594,2975,94,The Invisible Bridge,Julie Orringer,2,19.21,38.42
13595,2975,75,Into the Wild,Jon Krakauer,2,14.35,28.7
13596,2975,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,1,17.83,17.83
13597,2975,88,The Power,Naomi Alderman,3,15.62,46.86
13598,2976,85,The Seven Moons of Maali Almeida,Shehan Karunatilaka,1,16.61,16.61
13599,2976,56,The Republic,Plato,3,19.09,57.27
13600,2976,91,Normal People,Sally Rooney,2,16.4,32.8
13601,2977,50,It,Stephen King,2,24.03,48.06
13602,2977,24,The Name of the Wind,Patrick Rothfuss,1,19.42,19.42
13603,2977,27,Pride and Prejudice,Jane Austen,2,13.03,26.06
13604,2977,64,Leaves of Grass,Walt Whitman,2,14.38,28.76
13605,2977,88,The Power,Naomi Alderman,3,21.23,63.69
13606,2978,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,2,15.56,31.12
13607,2978,76,The Kite Runner,Khaled Hosseini,2,14.53,29.06
13608,2978,82,Circe,Madeline Miller,2,19.29,38.58
13609,2978,92,The Guest List,Lucy Foley,3,14.78,44.34
13610,2978,25,The Way of Kings,Brandon Sanderson,1,22.44,22.44
13611,2978,1,The Great Gatsby,F. Scott Fitzgerald,1,11.18,11.18
13612,2979,90,The Thursday Murder Club,Richard Osman,1,19.6,19.6
13613,2979,48,Dracula,Bram Stoker,3,12.57,37.71
13614,2979,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,3,16.17,48.51
13615,2979,54,The Perks of Being a Wallflower,Stephen Chbosky,2,12.78,25.56
13616,2979,16,The Martian,Andy Weir,1,13.83,13.83
13617,2979,59,The Lean Startup,Eric Ries,3,20.69,62.07
13618,2979,68,Don Quixote,Miguel de Cervantes,2,21.89,43.78
13619,2979,39,Educated,Tara Westover,2,17.03,34.06
13620,2980,52,The Fault in Our Stars,John Green,3,16.35,49.05
13621,2980,34,The Da Vinci Code,Dan Brown,2,14.59,29.18
13622,2980,43,The Book Thief,Markus Zusak,1,13.9,13.9
13623,2981,2,To Kill a Mockingbird,Harper Lee,2,19.46,38.92
13624,2981,71,Anna Karenina,Leo Tolstoy,3,21.6,64.8
13625,2981,28,Sense and Sensibility,Jane Austen,1,13.91,13.91
13626,2981,66,The Sun and Her Flowers,Rupi Kaur,3,15.6,46.8
13627,2981,55,Meditations,Marcus Aurelius,3,14.34,43.02
13628,2981,16,The Martian,Andy Weir,1,19.77,19.77
13629,2982,42,Atomic Habits,James Clear,1,14.65,14.65
13630,2982,58,Think and Grow Rich,Napoleon Hill,1,18.16,18.16
13631,2982,1,The Great Gatsby,F. Scott Fitzgerald,1,11.02,11.02
13632,2982,14,Brave New World,Aldous Huxley,1,18.61,18.61
13633,2982,51,The Hunger Games,Suzanne Collins,3,13.6,40.8
13634,2982,57,Man's Search for Meaning,Viktor E. Frankl,3,13.54,40.62
13635,2983,60,Good to Great,Jim Collins,3,15.88,47.64
13636,2983,23,A Game of Thrones,George R.R. Martin,1,15.55,15.55
13637,2983,73,Robinson Crusoe,Daniel Defoe,1,13.76,13.76
13638,2983,47,The Shining,Stephen King,1,17.4,17.4
13639,2983,24,The Name of the Wind,Patrick Rothfuss,1,20.69,20.69
13640,2984,13,Foundation,Isaac Asimov,2,13.08,26.16
13641,2984,56,The Republic,Plato,2,13.68,27.36
13642,2984,74,The Adventures of Tom Sawyer,Mark Twain,2,14.07,28.14
13643,2984,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,3,13.94,41.82
13644,2984,6,The Lord of the Rings: The Fellowship of the Ring,J.R.R. Tolkien,1,14.88,14.88
13645,2984,23,A Game of Thrones,George R.R. Martin,1,19.01,19.01
13646,2984,92,The Guest List,Lucy Foley,3,18.2,54.6
13647,2985,29,Outlander,Diana Gabaldon,1,17.36,17.36
13648,2985,97,The Poppy War,R.F. Kuang,3,20.68,62.04
13649,2985,17,Neuromancer,William Gibson,3,13.57,40.71
13650,2985,87,The Midnight Library,Matt Haig,3,16.88,50.64
13651,2985,70,War and Peace,Leo Tolstoy,3,24.62,73.86
13652,2985,67,The Divine Comedy,Dante Alighieri,2,18.3,36.6
13653,2985,23,A Game of Thrones,George R.R. Martin,3,21.28,63.84
13654,2986,94,The Invisible Bridge,Julie Orringer,1,15.58,15.58
13655,2986,13,Foundation,Isaac Asimov,1,17.72,17.72
13656,2986,3,The Catcher in the Rye,J.D. Salinger,1,17.03,17.03
13657,2987,16,The Martian,Andy Weir,1,16.22,16.22
13658,2987,92,The Guest List,Lucy Foley,3,15.48,46.44
13659,2988,5,Moby Dick,Herman Melville,2,16.47,32.94
13660,2988,23,A Game of Thrones,George R.R. Martin,2,19.49,38.98
13661,2988,99,Such a Fun Age,Kiley Reid,3,17.43,52.29
13662,2988,77,Life of Pi,Yann Martel,3,13.13,39.39
13663,2989,62,The Selfish Gene,Richard Dawkins,1,14.45,14.45
13664,2989,2,To Kill a Mockingbird,Harper Lee,2,15.41,30.82
13665,2990,81,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,2,17.97,35.94
13666,2990,28,Sense and Sensibility,Jane Austen,1,12.26,12.26
13667,2990,52,The Fault in Our Stars,John Green,2,12.37,24.74
13668,2990,51,The Hunger Games,Suzanne Collins,2,14.84,29.68
13669,2990,84,The Handmaid's Tale,Margaret Atwood,1,15.37,15.37
13670,2991,15,Fahrenheit 451,Ray Bradbury,2,11.78,23.56
13671,2992,28,Sense and Sensibility,Jane Austen,2,12.4,24.8
13672,2992,94,The Invisible Bridge,Julie Orringer,2,19.42,38.84
13673,2992,37,The Murder of Roger Ackroyd,Agatha Christie,3,12.13,36.39
13674,2993,80,Where the Crawdads Sing,Delia Owens,1,19.79,19.79
13675,2993,92,The Guest List,Lucy Foley,3,13.04,39.12
13676,2993,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,2,10.51,21.02
13677,2993,27,Pride and Prejudice,Jane Austen,1,13.44,13.44
13678,2993,30,The Notebook,Nicholas Sparks,1,13.59,13.59
13679,2994,87,The Midnight Library,Matt Haig,3,19.98,59.94
13680,2994,43,The Book Thief,Markus Zusak,3,14.08,42.24
13681,2994,47,The Shining,Stephen King,2,14.99,29.98
13682,2994,22,The Hobbit,J.R.R. Tolkien,1,15.06,15.06
13683,2994,49,Frankenstein,Mary Shelley,1,12.71,12.71
13684,2994,14,Brave New World,Aldous Huxley,2,17.08,34.16
13685,2995,90,The Thursday Murder Club,Richard Osman,1,14.98,14.98
13686,2995,98,The Vanishing Half,Brit Bennett,3,23.11,69.33
13687,2996,11,1984,George Orwell,1,11.45,11.45
13688,2996,15,Fahrenheit 451,Ray Bradbury,1,16.64,16.64
13689,2997,31,Me Before You,Jojo Moyes,2,18.93,37.86
13690,2997,91,Normal People,Sally Rooney,2,15.4,30.8
13691,2997,14,Brave New World,Aldous Huxley,2,15.47,30.94
13692,2997,17,Neuromancer,William Gibson,1,14.95,14.95
13693,2997,42,Atomic Habits,James Clear,3,19.76,59.28
13694,2998,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,2,14.77,29.54
13695,2998,86,"Where Are You Going, Bernadette",Maria Semple,3,18.57,55.71
13696,2998,60,Good to Great,Jim Collins,2,15.21,30.42
13697,2998,99,Such a Fun Age,Kiley Reid,3,14.27,42.81
13698,2998,74,The Adventures of Tom Sawyer,Mark Twain,1,12.52,12.52
13699,2998,73,Robinson Crusoe,Daniel Defoe,1,15.02,15.02
13700,2998,91,Normal People,Sally Rooney,1,18.07,18.07
13701,2998,80,Where the Crawdads Sing,Delia Owens,2,19.64,39.28
13702,2999,19,The Hitchhiker's Guide to the Galaxy,Douglas Adams,3,15.19,45.57
13703,3000,30,The Notebook,Nicholas Sparks,3,15.46,46.38
13704,3001,57,Man's Search for Meaning,Viktor E. Frankl,1,14.28,14.28
13705,3001,36,The Silent Patient,Alex Michaelides,3,15.96,47.88
13706,3001,14,Brave New World,Aldous Huxley,3,13.4,40.2
13707,3001,77,Life of Pi,Yann Martel,1,12.01,12.01
13708,3001,32,The Girl with the Dragon Tattoo,Stieg Larsson,1,18.6,18.6
13709,3001,5,Moby Dick,Herman Melville,1,14.82,14.82
13710,3001,11,1984,George Orwell,1,12.76,12.76
13711,3001,53,Divergent,Veronica Roth,1,13.25,13.25
13712,3002,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,2,14.57,29.14
13713,3002,8,The Brothers Karamazov,Fyodor Dostoevsky,1,20.39,20.39
13714,3002,88,The Power,Naomi Alderman,2,19.61,39.22
13715,3002,31,Me Before You,Jojo Moyes,3,15.89,47.67
13716,3002,33,Gone Girl,Gillian Flynn,2,16.09,32.18
13717,3002,42,Atomic Habits,James Clear,1,18.35,18.35
13718,3002,19,The Hitchhiker's Guide to the Galaxy,Douglas Adams,3,13.72,41.16
13719,3003,1,The Great Gatsby,F. Scott Fitzgerald,2,10.7,21.4
13720,3003,73,Robinson Crusoe,Daniel Defoe,1,13.89,13.89
13721,3004,96,Big Little Lies,Liane Moriarty,2,15.67,31.34
13722,3004,75,Into the Wild,Jon Krakauer,3,13.11,39.33
13723,3004,27,Pride and Prejudice,Jane Austen,2,9.94,19.88
13724,3004,19,The Hitchhiker's Guide to the Galaxy,Douglas Adams,2,13.84,27.68
13725,3005,26,"The Lion, the Witch and the Wardrobe",C.S. Lewis,1,12.97,12.97
13726,3005,28,Sense and Sensibility,Jane Austen,3,11.48,34.44
13727,3006,86,"Where Are You Going, Bernadette",Maria Semple,1,17.51,17.51
13728,3006,32,The Girl with the Dragon Tattoo,Stieg Larsson,1,19.99,19.99
13729,3007,8,The Brothers Karamazov,Fyodor Dostoevsky,2,21.62,43.24
13730,3007,56,The Republic,Plato,1,18.39,18.39
13731,3008,39,Educated,Tara Westover,1,17.94,17.94
13732,3008,78,The Alchemist,Paulo Coelho,1,15.3,15.3
13733,3009,95,The Song of Achilles,Madeline Miller,3,19.66,58.98
13734,3009,82,Circe,Madeline Miller,3,18.19,54.57
13735,3009,97,The Poppy War,R.F. Kuang,2,18.63,37.26
13736,3009,59,The Lean Startup,Eric Ries,2,20.61,41.22
13737,3009,9,Wuthering Heights,Emily Brontë,3,14.74,44.22
13738,3009,36,The Silent Patient,Alex Michaelides,3,21.09,63.27
13739,3010,96,Big Little Lies,Liane Moriarty,1,15.44,15.44
13740,3011,2,To Kill a Mockingbird,Harper Lee,1,15.23,15.23
13741,3011,93,The Invisible Life of Addie LaRue,V.E. Schwab,2,22.5,45.0
13742,3011,70,War and Peace,Leo Tolstoy,2,19.42,38.84
13743,3011,94,The Invisible Bridge,Julie Orringer,2,18.81,37.62
13744,3011,54,The Perks of Being a Wallflower,Stephen Chbosky,1,13.48,13.48
13745,3011,89,Project Hail Mary,Andy Weir,1,22.4,22.4
13746,3011,84,The Handmaid's Tale,Margaret Atwood,3,18.04,54.12
13747,3011,75,Into the Wild,Jon Krakauer,1,16.62,16.62
13748,3012,51,The Hunger Games,Suzanne Collins,2,12.74,25.48
13749,3012,96,Big Little Lies,Liane Moriarty,3,19.58,58.74
13750,3012,80,Where the Crawdads Sing,Delia Owens,1,14.5,14.5
13751,3012,91,Normal People,Sally Rooney,3,19.71,59.13
13752,3012,43,The Book Thief,Markus Zusak,3,17.72,53.16
13753,3012,3,The Catcher in the Rye,J.D. Salinger,1,13.83,13.83
13754,3012,9,Wuthering Heights,Emily Brontë,2,12.09,24.18
13755,3013,11,1984,George Orwell,1,13.63,13.63
13756,3013,53,Divergent,Veronica Roth,1,13.98,13.98
13757,3013,2,To Kill a Mockingbird,Harper Lee,2,16.44,32.88
13758,3013,73,Robinson Crusoe,Daniel Defoe,3,11.34,34.02
13759,3013,79,The Time Traveler's Wife,Audrey Niffenegger,3,16.71,50.13
13760,3013,71,Anna Karenina,Leo Tolstoy,3,20.2,60.6
13761,3013,87,The Midnight Library,Matt Haig,2,19.92,39.84
13762,3014,24,The Name of the Wind,Patrick Rothfuss,1,14.51,14.51
13763,3014,47,The Shining,Stephen King,1,16.92,16.92
13764,3014,6,The Lord of the Rings: The Fellowship of the Ring,J.R.R. Tolkien,3,18.51,55.53
13765,3014,91,Normal People,Sally Rooney,1,19.53,19.53
13766,3014,98,The Vanishing Half,Brit Bennett,1,17.82,17.82
13767,3015,88,The Power,Naomi Alderman,1,16.15,16.15
13768,3015,47,The Shining,Stephen King,3,16.06,48.18
13769,3015,43,The Book Thief,Markus Zusak,2,15.38,30.76
13770,3016,79,The Time Traveler's Wife,Audrey Niffenegger,1,19.69,19.69
13771,3016,18,Ender's Game,Orson Scott Card,1,17.93,17.93
13772,3016,86,"Where Are You Going, Bernadette",Maria Semple,3,13.69,41.07
13773,3016,51,The Hunger Games,Suzanne Collins,3,15.14,45.42
13774,3016,54,The Perks of Being a Wallflower,Stephen Chbosky,2,11.16,22.32
13775,3016,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,1,13.76,13.76
13776,3016,13,Foundation,Isaac Asimov,2,12.79,25.58
13777,3016,87,The Midnight Library,Matt Haig,1,22.67,22.67
13778,3017,14,Brave New World,Aldous Huxley,1,18.05,18.05
13779,3017,5,Moby Dick,Herman Melville,3,14.41,43.23
13780,3017,47,The Shining,Stephen King,1,15.73,15.73
13781,3017,79,The Time Traveler's Wife,Audrey Niffenegger,1,18.74,18.74
13782,3017,54,The Perks of Being a Wallflower,Stephen Chbosky,1,10.75,10.75
13783,3017,68,Don Quixote,Miguel de Cervantes,1,17.84,17.84
13784,3017,42,Atomic Habits,James Clear,1,16.97,16.97
13785,3017,58,Think and Grow Rich,Napoleon Hill,2,19.51,39.02
13786,3018,74,The Adventures of Tom Sawyer,Mark Twain,1,11.21,11.21
13787,3018,97,The Poppy War,R.F. Kuang,1,15.21,15.21
13788,3018,49,Frankenstein,Mary Shelley,3,13.31,39.93
13789,3018,41,Becoming,Michelle Obama,2,18.21,36.42
13790,3019,81,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,1,14.57,14.57
13791,3019,76,The Kite Runner,Khaled Hosseini,3,15.34,46.02
13792,3020,60,Good to Great,Jim Collins,1,19.0,19.0
13793,3020,18,Ender's Game,Orson Scott Card,2,17.15,34.3
13794,3021,13,Foundation,Isaac Asimov,3,13.59,40.77
13795,3022,16,The Martian,Andy Weir,1,15.14,15.14
13796,3023,1,The Great Gatsby,F. Scott Fitzgerald,2,11.02,22.04
13797,3024,36,The Silent Patient,Alex Michaelides,3,19.64,58.92
13798,3024,62,The Selfish Gene,Richard Dawkins,1,16.49,16.49
13799,3024,43,The Book Thief,Markus Zusak,1,15.42,15.42
13800,3024,87,The Midnight Library,Matt Haig,1,20.43,20.43
13801,3024,74,The Adventures of Tom Sawyer,Mark Twain,1,10.01,10.01
13802,3025,52,The Fault in Our Stars,John Green,1,15.05,15.05
13803,3025,39,Educated,Tara Westover,3,16.12,48.36
13804,3025,95,The Song of Achilles,Madeline Miller,2,16.2,32.4
13805,3025,68,Don Quixote,Miguel de Cervantes,3,24.04,72.12
13806,3025,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,1,12.56,12.56
13807,3025,64,Leaves of Grass,Walt Whitman,3,20.27,60.81
13808,3025,43,The Book Thief,Markus Zusak,3,18.74,56.22
13809,3025,40,The Immortal Life of Henrietta Lacks,Rebecca Skloot,3,16.19,48.57
13810,3026,55,Meditations,Marcus Aurelius,1,12.7,12.7
13811,3026,13,Foundation,Isaac Asimov,1,13.03,13.03
13812,3026,52,The Fault in Our Stars,John Green,3,12.86,38.58
13813,3026,23,A Game of Thrones,George R.R. Martin,3,21.31,63.93
13814,3026,34,The Da Vinci Code,Dan Brown,3,14.62,43.86
13815,3026,46,Cold Mountain,Charles Frazier,3,14.77,44.31
13816,3026,1,The Great Gatsby,F. Scott Fitzgerald,2,11.1,22.2
13817,3026,72,Treasure Island,Robert Louis Stevenson,3,14.33,42.99
13818,3027,16,The Martian,Andy Weir,3,15.02,45.06
13819,3027,57,Man's Search for Meaning,Viktor E. Frankl,3,15.71,47.13
13820,3027,94,The Invisible Bridge,Julie Orringer,2,18.13,36.26
13821,3027,34,The Da Vinci Code,Dan Brown,1,15.73,15.73
13822,3028,93,The Invisible Life of Addie LaRue,V.E. Schwab,1,24.25,24.25
13823,3028,16,The Martian,Andy Weir,2,15.1,30.2
13824,3028,45,The Pillars of the Earth,Ken Follett,2,20.18,40.36
13825,3028,8,The Brothers Karamazov,Fyodor Dostoevsky,3,23.79,71.37
13826,3028,42,Atomic Habits,James Clear,2,19.81,39.62
13827,3028,1,The Great Gatsby,F. Scott Fitzgerald,1,12.26,12.26
13828,3029,61,A Brief History of Time,Stephen Hawking,2,14.78,29.56
13829,3029,92,The Guest List,Lucy Foley,2,18.01,36.02
13830,3029,48,Dracula,Bram Stoker,3,15.89,47.67
13831,3029,37,The Murder of Roger Ackroyd,Agatha Christie,3,12.63,37.89
13832,3029,62,The Selfish Gene,Richard Dawkins,1,18.49,18.49
13833,3029,23,A Game of Thrones,George R.R. Martin,3,16.23,48.69
13834,3029,5,Moby Dick,Herman Melville,2,17.8,35.6
13835,3029,64,Leaves of Grass,Walt Whitman,1,18.83,18.83
13836,3030,80,Where the Crawdads Sing,Delia Owens,2,16.59,33.18
13837,3030,55,Meditations,Marcus Aurelius,1,11.56,11.56
13838,3030,85,The Seven Moons of Maali Almeida,Shehan Karunatilaka,1,14.89,14.89
13839,3030,46,Cold Mountain,Charles Frazier,1,20.23,20.23
13840,3030,1,The Great Gatsby,F. Scott Fitzgerald,2,15.37,30.74
13841,3031,27,Pride and Prejudice,Jane Austen,2,13.21,26.42
13842,3031,44,All Quiet on the Western Front,Erich Maria Remarque,2,13.7,27.4
13843,3031,19,The Hitchhiker's Guide to the Galaxy,Douglas Adams,2,13.07,26.14
13844,3031,16,The Martian,Andy Weir,1,15.22,15.22
13845,3031,80,Where the Crawdads Sing,Delia Owens,1,16.52,16.52
13846,3032,96,Big Little Lies,Liane Moriarty,2,16.34,32.68
13847,3032,75,Into the Wild,Jon Krakauer,3,16.56,49.68
13848,3032,47,The Shining,Stephen King,2,17.8,35.6
13849,3032,89,Project Hail Mary,Andy Weir,1,25.63,25.63
13850,3032,39,Educated,Tara Westover,1,17.63,17.63
13851,3033,34,The Da Vinci Code,Dan Brown,3,17.58,52.74
13852,3033,27,Pride and Prejudice,Jane Austen,3,13.49,40.47
13853,3033,90,The Thursday Murder Club,Richard Osman,3,17.09,51.27
13854,3034,36,The Silent Patient,Alex Michaelides,3,22.13,66.39
13855,3034,21,Harry Potter and the Philosopher's Stone,J.K. Rowling,2,13.75,27.5
13856,3034,17,Neuromancer,William Gibson,1,16.84,16.84
13857,3034,33,Gone Girl,Gillian Flynn,1,15.56,15.56
13858,3034,9,Wuthering Heights,Emily Brontë,3,12.43,37.29
13859,3034,93,The Invisible Life of Addie LaRue,V.E. Schwab,1,22.71,22.71
13860,3034,78,The Alchemist,Paulo Coelho,1,14.11,14.11
13861,3034,32,The Girl with the Dragon Tattoo,Stieg Larsson,3,18.05,54.15
13862,3035,80,Where the Crawdads Sing,Delia Owens,3,16.13,48.39
13863,3035,58,Think and Grow Rich,Napoleon Hill,3,19.42,58.26
13864,3035,38,Sapiens: A Brief History of Humankind,Yuval Noah Harari,1,18.94,18.94
13865,3035,47,The Shining,Stephen King,1,17.95,17.95
13866,3035,36,The Silent Patient,Alex Michaelides,3,21.65,64.95
13867,3036,47,The Shining,Stephen King,1,17.39,17.39
13868,3036,22,The Hobbit,J.R.R. Tolkien,3,14.52,43.56
13869,3036,52,The Fault in Our Stars,John Green,3,14.94,44.82
13870,3036,19,The Hitchhiker's Guide to the Galaxy,Douglas Adams,2,13.09,26.18
13871,3036,17,Neuromancer,William Gibson,2,16.78,33.56
13872,3036,48,Dracula,Bram Stoker,1,13.88,13.88
13873,3037,89,Project Hail Mary,Andy Weir,3,23.23,69.69
13874,3038,67,The Divine Comedy,Dante Alighieri,1,17.32,17.32
13875,3038,36,The Silent Patient,Alex Michaelides,3,22.37,67.11
13876,3038,61,A Brief History of Time,Stephen Hawking,1,15.71,15.71
13877,3039,31,Me Before You,Jojo Moyes,3,14.49,43.47
13878,3040,76,The Kite Runner,Khaled Hosseini,3,13.44,40.32
13879,3040,89,Project Hail Mary,Andy Weir,1,20.72,20.72
13880,3040,46,Cold Mountain,Charles Frazier,2,16.05,32.1
13881,3040,92,The Guest List,Lucy Foley,3,18.81,56.43
13882,3040,69,Les Misérables,Victor Hugo,1,23.3,23.3
13883,3040,63,The Code Breaker,Walter Isaacson,2,29.66,59.32
13884,3040,5,Moby Dick,Herman Melville,3,14.29,42.87
13885,3041,3,The Catcher in the Rye,J.D. Salinger,3,16.31,48.93
